t_s,kind,id,pos_deg,vel_deg_s,tau_nm,kp,kd,temp_c
0.9425,cmd,3,32.0256,,,0.00,0.00,
0.9426,cmd,4,46.3740,,,0.00,0.00,
0.9430,state,3,32.0256,-5.317,-0.0147,,,31.0
0.9432,state,4,46.3520,-1.959,-0.0293,,,30.0
0.9526,cmd,3,32.0256,,,0.00,0.00,
0.9526,cmd,4,46.3740,,,0.00,0.00,
0.9531,state,3,32.0256,-0.839,-0.0440,,,31.0
0.9532,state,4,46.3740,-2.518,-0.0879,,,29.0
0.9624,cmd,3,32.0256,,,0.00,0.00,
0.9625,cmd,4,46.3520,,,0.00,0.00,
0.9630,state,3,32.0256,2.518,-0.0440,,,31.0
0.9632,state,4,46.3740,1.399,-0.0879,,,30.0
0.9726,cmd,3,32.0256,,,0.00,0.00,
0.9726,cmd,4,46.3740,,,0.00,0.00,
0.9732,state,3,32.0256,0.280,-0.0440,,,31.0
0.9733,state,4,46.3520,2.518,-0.0879,,,30.0
0.9825,cmd,3,32.0256,,,0.00,0.00,
0.9825,cmd,4,46.3740,,,0.00,0.00,
0.9830,state,3,32.0256,-0.280,-0.0147,,,31.0
0.9832,state,4,46.3520,-0.839,-0.0293,,,29.0
0.9924,cmd,3,32.0256,,,0.00,0.00,
0.9925,cmd,4,46.3520,,,0.00,0.00,
0.9931,state,3,32.0256,-1.959,-0.0440,,,31.0
0.9931,state,4,46.3520,-3.638,-0.0879,,,29.0
1.0026,cmd,3,32.0256,,,0.00,0.00,
1.0026,cmd,4,46.3520,,,0.00,0.00,
1.0030,state,3,32.0256,-1.399,-0.0147,,,31.0
1.0032,state,4,46.3520,-1.959,-0.0879,,,30.0
1.0124,cmd,3,32.0256,,,0.00,0.00,
1.0124,cmd,4,46.3520,,,0.00,0.00,
1.0130,state,3,32.0256,-1.959,-0.0147,,,31.0
1.0132,state,4,46.3740,1.399,-0.0879,,,30.0
1.0226,cmd,3,32.0256,,,0.00,0.00,
1.0226,cmd,4,46.3520,,,0.00,0.00,
1.0230,state,3,32.0256,-6.996,-0.0440,,,31.0
1.0232,state,4,46.3740,-1.959,-0.0879,,,30.0
1.0325,cmd,3,32.0256,,,0.00,0.00,
1.0326,cmd,4,46.3740,,,0.00,0.00,
1.0331,state,3,32.0256,-8.115,-0.0440,,,31.0
1.0332,state,4,46.3740,-0.280,-0.0293,,,29.0
1.0425,cmd,3,32.0256,,,0.00,0.00,
1.0425,cmd,4,46.3740,,,0.00,0.00,
1.0429,state,3,32.0256,-0.839,-0.0147,,,31.0
1.0431,state,4,46.3740,-3.078,-0.0293,,,30.0
1.0525,cmd,3,32.0256,,,0.00,0.00,
1.0525,cmd,4,46.3740,,,0.00,0.00,
1.0530,state,3,32.0256,3.638,-0.0440,,,31.0
1.0532,state,4,46.3740,2.518,-0.0879,,,29.0
1.0626,cmd,3,32.0256,,,0.00,0.00,
1.0626,cmd,4,46.3740,,,0.00,0.00,
1.0631,state,3,32.0256,3.078,-0.0733,,,31.0
1.0632,state,4,46.3520,0.839,-0.0879,,,30.0
1.0725,cmd,3,32.0256,,,0.00,0.00,
1.0725,cmd,4,46.3740,,,0.00,0.00,
1.0730,state,3,32.0256,-0.839,-0.0733,,,31.0
1.0732,state,4,46.3740,3.638,-0.0293,,,30.0
1.0825,cmd,3,32.0256,,,0.00,0.00,
1.0825,cmd,4,46.3520,,,0.00,0.00,
1.0830,state,3,32.0256,3.078,-0.0147,,,31.0
1.0832,state,4,46.3740,3.078,-0.0293,,,30.0
1.0925,cmd,3,32.0256,,,0.00,0.00,
1.0925,cmd,4,46.3740,,,0.00,0.00,
1.0930,state,3,32.0256,2.518,-0.0733,,,31.0
1.0931,state,4,46.3740,1.959,-0.0293,,,30.0
1.1024,cmd,3,32.0256,,,0.00,0.00,
1.1025,cmd,4,46.3740,,,0.00,0.00,
1.1030,state,3,32.0256,0.280,-0.0440,,,31.0
1.1031,state,4,46.3740,-0.280,-0.0293,,,29.0
1.1126,cmd,3,32.0256,,,0.00,0.00,
1.1126,cmd,4,46.3740,,,0.00,0.00,
1.1132,state,3,32.0256,3.638,-0.0440,,,31.0
1.1132,state,4,46.3520,-4.197,-0.0293,,,29.0
1.1225,cmd,3,32.0256,,,0.00,0.00,
1.1226,cmd,4,46.3740,,,0.00,0.00,
1.1231,state,3,32.0256,-1.959,-0.0440,,,31.0
1.1232,state,4,46.3520,-0.839,-0.0293,,,30.0
1.1325,cmd,3,32.0256,,,0.00,0.00,
1.1325,cmd,4,46.3520,,,0.00,0.00,
1.1330,state,3,32.0256,-3.638,0.0147,,,31.0
1.1331,state,4,46.3520,-4.197,-0.0293,,,29.0
1.1426,cmd,3,32.0256,,,0.00,0.00,
1.1426,cmd,4,46.3520,,,0.00,0.00,
1.1431,state,3,32.0256,1.959,-0.0147,,,31.0
1.1433,state,4,46.3740,-0.839,-0.0879,,,29.0
1.1524,cmd,3,32.0256,,,0.00,0.00,
1.1524,cmd,4,46.3520,,,0.00,0.00,
1.1530,state,3,32.0256,3.638,-0.0147,,,31.0
1.1531,state,4,46.3520,-0.280,-0.0293,,,30.0
1.1627,cmd,3,32.0256,,,0.00,0.00,
1.1627,cmd,4,46.3740,,,0.00,0.00,
1.1632,state,3,32.0256,5.317,-0.1026,,,31.0
1.1634,state,4,46.3520,0.280,-0.0293,,,29.0
1.1726,cmd,3,32.0256,,,0.00,0.00,
1.1726,cmd,4,46.3520,,,0.00,0.00,
1.1733,state,3,32.0256,6.996,-0.0147,,,31.0
1.1733,state,4,46.3740,1.399,-0.0879,,,29.0
1.1826,cmd,3,32.0256,,,0.00,0.00,
1.1827,cmd,4,46.3520,,,0.00,0.00,
1.1832,state,3,32.0256,0.280,-0.0440,,,31.0
1.1833,state,4,46.3740,-0.839,-0.0879,,,29.0
1.1925,cmd,3,32.0256,,,0.00,0.00,
1.1926,cmd,4,46.3740,,,0.00,0.00,
1.1931,state,3,32.0256,3.078,0.0147,,,31.0
