t_s,kind,id,pos_deg,vel_deg_s,tau_nm,kp,kd,temp_c
140.7111,state,4,45.6489,-0.839,-0.0879,,,30.0
140.7204,cmd,3,31.9597,,,79.37,2.98,
140.7204,cmd,4,45.6269,,,79.37,2.98,
140.7210,state,3,31.9597,1.399,-0.1026,,,31.0
140.7211,state,4,45.6489,3.078,-0.0879,,,30.0
140.7302,cmd,3,31.9597,,,79.37,2.98,
140.7303,cmd,4,45.6269,,,79.37,2.98,
140.7309,state,3,31.9597,0.280,-0.0147,,,31.0
140.7310,state,4,45.6489,-4.197,-0.0879,,,30.0
140.7404,cmd,3,31.9597,,,79.37,2.98,
140.7404,cmd,4,45.6269,,,79.37,2.98,
140.7410,state,3,31.9597,2.518,-0.1319,,,31.0
140.7411,state,4,45.6489,1.959,-0.0879,,,30.0
140.7505,cmd,3,31.9597,,,79.37,2.98,
140.7505,cmd,4,45.6269,,,79.37,2.98,
140.7511,state,3,31.9597,5.317,-0.0440,,,31.0
140.7512,state,4,45.6269,-1.399,-0.0879,,,30.0
140.7604,cmd,3,31.9597,,,79.37,2.98,
140.7605,cmd,4,45.6269,,,79.37,2.98,
140.7610,state,3,31.9597,5.876,-0.0147,,,31.0
140.7611,state,4,45.6269,-1.959,-0.1465,,,30.0
140.7704,cmd,3,31.9597,,,79.37,2.98,
140.7704,cmd,4,45.6269,,,79.37,2.98,
140.7710,state,3,31.9597,4.197,-0.0733,,,31.0
140.7711,state,4,45.6489,1.959,-0.0879,,,30.0
140.7804,cmd,3,31.9597,,,79.37,2.98,
140.7804,cmd,4,45.6269,,,79.37,2.98,
140.7809,state,3,31.9597,-5.876,-0.0440,,,31.0
140.7810,state,4,45.6489,0.839,-0.0879,,,30.0
140.7902,cmd,3,31.9597,,,79.37,2.98,
140.7902,cmd,4,45.6269,,,79.37,2.98,
140.7908,state,3,31.9597,-0.280,-0.0147,,,31.0
140.7909,state,4,45.6489,1.399,-0.0879,,,30.0
140.8004,cmd,3,31.9597,,,79.37,2.98,
140.8005,cmd,4,45.6269,,,79.37,2.98,
140.8010,state,3,31.9597,-0.839,-0.0733,,,31.0
140.8011,state,4,45.6489,-3.078,-0.0879,,,30.0
140.8104,cmd,3,31.9597,,,79.37,2.98,
140.8104,cmd,4,45.6269,,,79.37,2.98,
140.8110,state,3,31.9597,3.078,-0.1026,,,31.0
140.8111,state,4,45.6489,0.839,-0.1465,,,30.0
140.8203,cmd,3,31.9597,,,79.37,2.98,
140.8203,cmd,4,45.6269,,,79.37,2.98,
140.8209,state,3,31.9597,-1.399,-0.0440,,,31.0
140.8210,state,4,45.6489,2.518,-0.1465,,,30.0
140.8308,cmd,3,31.9597,,,79.37,2.98,
140.8308,cmd,4,45.6269,,,79.37,2.98,
140.8312,state,3,31.9597,-3.638,-0.0440,,,31.0
140.8315,state,4,45.6489,0.839,-0.0879,,,30.0
140.8403,cmd,3,31.9597,,,79.37,2.98,
140.8404,cmd,4,45.6269,,,79.37,2.98,
140.8409,state,3,31.9597,-6.436,-0.1026,,,31.0
140.8410,state,4,45.6489,0.280,-0.1465,,,30.0
140.8503,cmd,3,31.9597,,,79.37,2.98,
140.8504,cmd,4,45.6269,,,79.37,2.98,
140.8510,state,3,31.9597,1.959,-0.0440,,,31.0
140.8511,state,4,45.6489,-0.280,-0.0879,,,30.0
140.8604,cmd,3,31.9597,,,79.37,2.98,
140.8605,cmd,4,45.6269,,,79.37,2.98,
140.8610,state,3,31.9597,-5.876,-0.0733,,,31.0
140.8612,state,4,45.6489,-1.959,-0.0879,,,30.0
140.8705,cmd,3,31.9597,,,79.37,2.98,
140.8705,cmd,4,45.6269,,,79.37,2.98,
140.8710,state,3,31.9597,-0.280,-0.1026,,,31.0
140.8711,state,4,45.6489,1.959,-0.0879,,,30.0
140.8803,cmd,3,31.9597,,,79.37,2.98,
140.8803,cmd,4,45.6269,,,79.37,2.98,
140.8809,state,3,31.9597,4.197,-0.0733,,,31.0
140.8810,state,4,45.6489,1.959,-0.0879,,,30.0
140.8904,cmd,3,31.9597,,,79.37,2.98,
140.8905,cmd,4,45.6269,,,79.37,2.98,
140.8910,state,3,31.9597,-4.757,-0.0440,,,31.0
140.8911,state,4,45.6489,1.959,-0.0879,,,30.0
140.9004,cmd,3,31.9597,,,79.37,2.98,
140.9004,cmd,4,45.6269,,,79.37,2.98,
140.9010,state,3,31.9597,3.078,-0.1026,,,31.0
140.9011,state,4,45.6489,0.280,-0.0879,,,30.0
140.9103,cmd,3,31.9597,,,79.37,2.98,
140.9104,cmd,4,45.6269,,,79.37,2.98,
140.9109,state,3,31.9597,0.280,-0.0733,,,31.0
140.9110,state,4,45.6489,-1.399,-0.0293,,,30.0
140.9205,cmd,3,31.9597,,,79.37,2.98,
140.9206,cmd,4,45.6269,,,79.37,2.98,
140.9211,state,3,31.9597,2.518,-0.0733,,,31.0
140.9213,state,4,45.6489,-1.959,-0.0879,,,30.0
140.9305,cmd,3,31.9597,,,79.37,2.98,
140.9305,cmd,4,45.6269,,,79.37,2.98,
140.9311,state,3,31.9597,-3.078,-0.0733,,,31.0
140.9312,state,4,45.6489,6.436,-0.0879,,,30.0
140.9404,cmd,3,31.9597,,,79.37,2.98,
140.9404,cmd,4,45.6269,,,79.37,2.98,
140.9410,state,3,31.9597,6.436,-0.0733,,,31.0
140.9411,state,4,45.6269,-3.638,-0.1465,,,30.0
140.9504,cmd,3,31.9597,,,79.37,2.98,
140.9504,cmd,4,45.6269,,,79.37,2.98,
140.9510,state,3,31.9597,0.839,0.0440,,,31.0
140.9511,state,4,45.6489,0.839,-0.0879,,,30.0
140.9606,cmd,3,31.9597,,,79.37,2.98,
140.9607,cmd,4,45.6269,,,79.37,2.98,
140.9612,state,3,31.9597,-1.959,-0.0733,,,31.0
140.9613,state,4,45.6489,1.399,-0.0879,,,30.0
140.9704,cmd,3,31.9597,,,79.37,2.98,
140.9705,cmd,4,45.6269,,,79.37,2.98,
140.9710,state,3,31.9597,-2.518,-0.0733,,,31.0
140.9711,state,4,45.6489,-4.197,-0.1465,,,30.0
140.9804,cmd,3,31.9597,,,79.37,2.98,
140.9804,cmd,4,45.6269,,,79.37,2.98,
140.9810,state,3,31.9597,1.399,-0.1026,,,31.0
140.9811,state,4,45.6489,2.518,-0.0879,,,30.0
140.9906,cmd,3,31.9597,,,79.37,2.98,
140.9907,cmd,4,45.6269,,,79.37,2.98,
140.9911,state,3,31.9597,1.399,-0.0147,,,31.0
140.9913,state,4,45.6489,-1.959,-0.1465,,,30.0
141.0004,cmd,3,31.9597,,,79.37,2.98,
141.0005,cmd,4,45.6269,,,79.37,2.98,
141.0010,state,3,31.9597,-1.399,-0.1319,,,31.0
141.0011,state,4,45.6489,-3.638,-0.0879,,,30.0
141.0104,cmd,3,31.9597,,,79.37,2.98,
141.0104,cmd,4,45.6269,,,79.37,2.98,
141.0110,state,3,31.9597,0.280,-0.0440,,,31.0
141.0111,state,4,45.6489,1.399,-0.1465,,,30.0
141.0206,cmd,3,31.9597,,,79.37,2.98,
141.0206,cmd,4,45.6269,,,79.37,2.98,
141.0212,state,3,31.9597,-2.518,-0.0440,,,31.0
141.0213,state,4,45.6489,-0.839,-0.0879,,,30.0
141.0306,cmd,3,31.9597,,,79.37,2.98,
141.0306,cmd,4,45.6269,,,79.37,2.98,
141.0312,state,3,31.9597,-3.638,-0.0440,,,31.0
141.0313,state,4,45.6489,-4.197,-0.0879,,,30.0
141.0405,cmd,3,31.9597,,,79.37,2.98,
141.0405,cmd,4,45.6269,,,79.37,2.98,
141.0411,state,3,31.9597,1.399,-0.0733,,,31.0
141.0412,state,4,45.6489,0.280,-0.0879,,,30.0
141.0508,cmd,3,31.9597,,,79.37,2.98,
141.0508,cmd,4,45.6269,,,79.37,2.98,
141.0513,state,3,31.9597,-1.959,-0.0440,,,31.0
141.0514,state,4,45.6489,-0.839,-0.1465,,,30.0
141.0604,cmd,3,31.9597,,,79.37,2.98,
141.0604,cmd,4,45.6269,,,79.37,2.98,
141.0611,state,3,31.9597,-3.078,-0.0733,,,31.0
141.0611,state,4,45.6489,-0.839,-0.1465,,,30.0
141.0704,cmd,3,31.9597,,,79.37,2.98,
141.0704,cmd,4,45.6269,,,79.37,2.98,
141.0710,state,3,31.9597,-11.473,-0.0147,,,31.0
141.0711,state,4,45.6489,0.280,-0.1465,,,30.0
141.0803,cmd,3,31.9597,,,79.37,2.98,
141.0803,cmd,4,45.6269,,,79.37,2.98,
141.0809,state,3,31.9597,2.518,-0.0147,,,31.0
141.0810,state,4,45.6269,-3.638,-0.0879,,,30.0
141.0905,cmd,3,31.9597,,,79.37,2.98,
141.0905,cmd,4,45.6269,,,79.37,2.98,
141.0911,state,3,31.9597,2.518,-0.0147,,,31.0
141.0912,state,4,45.6489,1.959,-0.0879,,,30.0
141.1006,cmd,3,31.9597,,,79.37,2.98,
141.1007,cmd,4,45.6269,,,79.37,2.98,
141.1012,state,3,31.9597,-0.280,-0.0147,,,31.0
141.1012,state,4,45.6489,-3.638,-0.0879,,,30.0
141.1106,cmd,3,31.9597,,,79.37,2.98,
141.1106,cmd,4,45.6269,,,79.37,2.98,
141.1111,state,3,31.9597,-8.675,-0.1026,,,31.0
141.1112,state,4,45.6489,-1.399,-0.1465,,,30.0
141.1206,cmd,3,31.9597,,,79.37,2.98,
141.1206,cmd,4,45.6269,,,79.37,2.98,
141.1211,state,3,31.9597,0.280,-0.0733,,,31.0
141.1212,state,4,45.6489,-2.518,-0.1465,,,30.0
141.1306,cmd,3,31.9597,,,79.37,2.98,
141.1306,cmd,4,45.6269,,,79.37,2.98,
141.1311,state,3,31.9597,-4.757,-0.1026,,,31.0
141.1312,state,4,45.6489,5.876,-0.0879,,,30.0
141.1404,cmd,3,31.9597,,,79.37,2.98,
141.1404,cmd,4,45.6269,,,79.37,2.98,
141.1410,state,3,31.9597,-4.757,-0.1026,,,31.0
141.1411,state,4,45.6489,3.638,-0.0879,,,30.0
141.1505,cmd,3,31.9597,,,79.37,2.98,
141.1505,cmd,4,45.6269,,,79.37,2.98,
141.1511,state,3,31.9597,0.280,-0.0147,,,31.0
141.1512,state,4,45.6489,-3.638,-0.1465,,,30.0
141.1604,cmd,3,31.9597,,,79.37,2.98,
141.1605,cmd,4,45.6269,,,79.37,2.98,
141.1610,state,3,31.9597,-0.839,-0.0440,,,31.0
141.1611,state,4,45.6489,-3.638,-0.1465,,,30.0
141.1704,cmd,3,31.9597,,,79.37,2.98,
141.1704,cmd,4,45.6269,,,79.37,2.98,
141.1710,state,3,31.9597,-1.399,-0.1026,,,31.0
141.1711,state,4,45.6489,1.959,-0.1465,,,30.0
141.1806,cmd,3,31.9597,,,79.37,2.98,
141.1806,cmd,4,45.6269,,,79.37,2.98,
141.1811,state,3,31.9597,3.638,-0.1026,,,31.0
141.1812,state,4,45.6489,3.078,-0.1465,,,30.0
141.1905,cmd,3,31.9597,,,79.37,2.98,
141.1905,cmd,4,45.6269,,,79.37,2.98,
141.1911,state,3,31.9597,-1.399,-0.0733,,,31.0
141.1912,state,4,45.6269,-1.959,-0.0879,,,30.0
141.2004,cmd,3,31.9597,,,79.37,2.98,
141.2004,cmd,4,45.6269,,,79.37,2.98,
141.2010,state,3,31.9597,-2.518,-0.0440,,,31.0
141.2011,state,4,45.6489,-0.839,-0.0879,,,30.0
141.2106,cmd,3,31.9597,,,79.37,2.98,
141.2106,cmd,4,45.6269,,,79.37,2.98,
141.2111,state,3,31.9597,-7.555,-0.0147,,,31.0
141.2112,state,4,45.6489,-3.638,-0.0879,,,30.0
141.2205,cmd,3,31.9597,,,79.37,2.98,
141.2205,cmd,4,45.6269,,,79.37,2.98,
141.2210,state,3,31.9597,0.839,-0.0733,,,31.0
141.2215,state,4,45.6489,5.317,-0.1465,,,30.0
141.2304,cmd,3,31.9597,,,79.37,2.98,
141.2304,cmd,4,45.6269,,,79.37,2.98,
141.2309,state,3,31.9597,-0.280,-0.0147,,,31.0
141.2315,state,4,45.6489,-0.280,-0.0879,,,30.0
141.2406,cmd,3,31.9597,,,79.37,2.98,
141.2406,cmd,4,45.6269,,,79.37,2.98,
141.2411,state,3,31.9597,8.675,-0.0733,,,31.0
141.2417,state,4,45.6489,-1.959,-0.1465,,,30.0
141.2504,cmd,3,31.9597,,,79.37,2.98,
141.2504,cmd,4,45.6269,,,79.37,2.98,
141.2510,state,3,31.9597,-3.078,-0.0147,,,31.0
141.2511,state,4,45.6489,3.078,-0.0879,,,30.0
141.2606,cmd,3,31.9597,,,79.37,2.98,
141.2606,cmd,4,45.6269,,,79.37,2.98,
141.2611,state,3,31.9597,-4.757,-0.0440,,,31.0
141.2612,state,4,45.6489,0.839,-0.0879,,,30.0
141.2707,cmd,3,31.9597,,,79.37,2.98,
141.2707,cmd,4,45.6269,,,79.37,2.98,
141.2712,state,3,31.9597,0.280,-0.0733,,,31.0
141.2714,state,4,45.6489,-4.757,-0.1465,,,30.0
141.2807,cmd,3,31.9597,,,79.37,2.98,
141.2807,cmd,4,45.6269,,,79.37,2.98,
141.2812,state,3,31.9597,2.518,-0.0733,,,31.0
141.2813,state,4,45.6489,-4.197,-0.1465,,,30.0
141.2905,cmd,3,31.9597,,,79.37,2.98,
141.2906,cmd,4,45.6269,,,79.37,2.98,
141.2911,state,3,31.9597,0.839,-0.0733,,,31.0
141.2912,state,4,45.6489,-0.280,-0.0879,,,30.0
141.3007,cmd,3,31.9597,,,79.37,2.98,
141.3007,cmd,4,45.6269,,,79.37,2.98,
141.3012,state,3,31.9597,-0.280,-0.1026,,,31.0
141.3013,state,4,45.6489,1.399,-0.0879,,,30.0
141.3106,cmd,3,31.9597,,,79.37,2.98,
141.3107,cmd,4,45.6269,,,79.37,2.98,
141.3112,state,3,31.9597,6.996,-0.1026,,,31.0
141.3113,state,4,45.6489,-4.197,-0.1465,,,30.0
141.3205,cmd,3,31.9597,,,79.37,2.98,
141.3205,cmd,4,45.6269,,,79.37,2.98,
141.3211,state,3,31.9597,0.280,-0.0733,,,31.0
141.3212,state,4,45.6489,-3.078,-0.0879,,,30.0
141.3304,cmd,3,31.9597,,,79.37,2.98,
141.3304,cmd,4,45.6269,,,79.37,2.98,
141.3310,state,3,31.9597,1.399,-0.0440,,,31.0
141.3311,state,4,45.6489,3.638,-0.0879,,,30.0
141.3406,cmd,3,31.9597,,,79.37,2.98,
141.3406,cmd,4,45.6269,,,79.37,2.98,
141.3411,state,3,31.9597,-8.115,-0.0733,,,31.0
141.3412,state,4,45.6269,-3.638,-0.1465,,,30.0
141.3505,cmd,3,31.9597,,,79.37,2.98,
141.3505,cmd,4,45.6269,,,79.37,2.98,
141.3511,state,3,31.9597,-4.757,-0.1319,,,31.0
141.3512,state,4,45.6489,-1.399,-0.0879,,,30.0
141.3604,cmd,3,31.9597,,,79.37,2.98,
141.3604,cmd,4,45.6269,,,79.37,2.98,
141.3610,state,3,31.9597,-5.876,-0.0440,,,31.0
141.3611,state,4,45.6489,-0.839,-0.0879,,,30.0
141.3706,cmd,3,31.9597,,,79.37,2.98,
141.3706,cmd,4,45.6269,,,79.37,2.98,
141.3712,state,3,31.9597,-1.399,-0.0147,,,31.0
141.3713,state,4,45.6489,-1.399,-0.0879,,,30.0
141.3805,cmd,3,31.9597,,,79.37,2.98,
141.3806,cmd,4,45.6269,,,79.37,2.98,
141.3811,state,3,31.9597,1.399,-0.0147,,,31.0
141.3812,state,4,45.6269,-5.317,-0.0879,,,30.0
141.3904,cmd,3,31.9597,,,79.37,2.98,
141.3904,cmd,4,45.6269,,,79.37,2.98,
141.3910,state,3,31.9597,-5.876,-0.1026,,,31.0
141.3911,state,4,45.6489,-4.757,-0.0879,,,30.0
141.4006,cmd,3,31.9597,,,79.37,2.98,
141.4006,cmd,4,45.6269,,,79.37,2.98,
141.4012,state,3,31.9597,3.638,-0.0733,,,31.0
141.4013,state,4,45.6489,-0.839,-0.0879,,,30.0
141.4105,cmd,3,31.9597,,,79.37,2.98,
141.4105,cmd,4,45.6269,,,79.37,2.98,
141.4110,state,3,31.9597,1.959,-0.0733,,,31.0
141.4115,state,4,45.6489,1.399,-0.1465,,,30.0
141.4205,cmd,3,31.9597,,,79.37,2.98,
141.4205,cmd,4,45.6269,,,79.37,2.98,
141.4210,state,3,31.9597,-5.876,-0.0147,,,31.0
141.4215,state,4,45.6489,-1.959,-0.0879,,,30.0
141.4307,cmd,3,31.9597,,,79.37,2.98,
141.4307,cmd,4,45.6269,,,79.37,2.98,
141.4312,state,3,31.9597,7.555,-0.0147,,,31.0
141.4318,state,4,45.6489,0.280,-0.1465,,,30.0
141.4405,cmd,3,31.9597,,,79.37,2.98,
141.4405,cmd,4,45.6269,,,79.37,2.98,
141.4411,state,3,31.9597,1.399,-0.0733,,,31.0
141.4412,state,4,45.6489,5.876,-0.0293,,,30.0
141.4505,cmd,3,31.9597,,,79.37,2.98,
141.4506,cmd,4,45.6269,,,79.37,2.98,
141.4511,state,3,31.9597,-5.317,-0.0147,,,31.0
141.4512,state,4,45.6489,4.197,-0.1465,,,30.0
141.4607,cmd,3,31.9597,,,79.37,2.98,
141.4607,cmd,4,45.6269,,,79.37,2.98,
141.4613,state,3,31.9597,0.280,-0.0733,,,31.0
141.4613,state,4,45.6489,-0.280,-0.1465,,,30.0
141.4705,cmd,3,31.9597,,,79.37,2.98,
141.4705,cmd,4,45.6269,,,79.37,2.98,
141.4711,state,3,31.9597,4.757,-0.0147,,,31.0
141.4712,state,4,45.6489,-1.959,-0.1465,,,30.0
141.4805,cmd,3,31.9597,,,79.37,2.98,
141.4805,cmd,4,45.6269,,,79.37,2.98,
141.4811,state,3,31.9597,0.839,-0.1319,,,31.0
141.4812,state,4,45.6489,-0.839,-0.0879,,,30.0
141.4905,cmd,3,31.9597,,,79.37,2.98,
141.4905,cmd,4,45.6269,,,79.37,2.98,
141.4911,state,3,31.9597,-9.794,-0.0733,,,31.0
141.4912,state,4,45.6489,-3.638,-0.0879,,,30.0
141.5005,cmd,3,31.9597,,,79.37,2.98,
141.5005,cmd,4,45.6269,,,79.37,2.98,
141.5011,state,3,31.9597,-0.280,-0.1026,,,31.0
141.5012,state,4,45.6489,0.839,-0.0879,,,30.0
141.5106,cmd,3,31.9597,,,79.37,2.98,
141.5106,cmd,4,45.6269,,,79.37,2.98,
141.5111,state,3,31.9597,6.436,-0.0733,,,31.0
141.5112,state,4,45.6489,1.399,-0.1465,,,30.0
141.5207,cmd,3,31.9597,,,79.37,2.98,
141.5207,cmd,4,45.6269,,,79.37,2.98,
141.5212,state,3,31.9597,-0.280,-0.0440,,,31.0
141.5213,state,4,45.6489,-1.399,-0.0879,,,30.0
141.5306,cmd,3,31.9597,,,79.37,2.98,
141.5306,cmd,4,45.6269,,,79.37,2.98,
141.5312,state,3,31.9597,-1.959,-0.0733,,,31.0
141.5313,state,4,45.6489,1.399,-0.0879,,,30.0
141.5406,cmd,3,31.9597,,,79.37,2.98,
141.5406,cmd,4,45.6269,,,79.37,2.98,
141.5411,state,3,31.9597,-3.078,-0.0733,,,31.0
141.5417,state,4,45.6489,3.638,-0.0879,,,30.0
141.5507,cmd,3,31.9597,,,79.37,2.98,
141.5508,cmd,4,45.6269,,,79.37,2.98,
141.5513,state,3,31.9597,-6.996,-0.1026,,,31.0
141.5514,state,4,45.6489,-0.839,-0.0879,,,30.0
141.5606,cmd,3,31.9597,,,79.37,2.98,
141.5607,cmd,4,45.6269,,,79.37,2.98,
141.5612,state,3,31.9597,0.280,-0.1026,,,31.0
141.5612,state,4,45.6489,1.959,-0.0879,,,30.0
141.5706,cmd,3,31.9597,,,79.37,2.98,
141.5707,cmd,4,45.6269,,,79.37,2.98,
141.5712,state,3,31.9597,0.280,-0.1026,,,31.0
141.5713,state,4,45.6489,6.996,-0.0879,,,30.0
141.5806,cmd,3,31.9597,,,79.37,2.98,
141.5806,cmd,4,45.6269,,,79.37,2.98,
141.5810,state,3,31.9597,3.638,-0.0440,,,31.0
141.5812,state,4,45.6489,-3.078,-0.0879,,,30.0
141.5908,cmd,3,31.9597,,,79.37,2.98,
141.5908,cmd,4,45.6269,,,79.37,2.98,
141.5913,state,3,31.9597,-4.197,-0.0147,,,31.0
141.5919,state,4,45.6489,-0.839,-0.1465,,,30.0
141.6007,cmd,3,31.9597,,,79.37,2.98,
141.6007,cmd,4,45.6269,,,79.37,2.98,
141.6013,state,3,31.9597,2.518,-0.0733,,,31.0
141.6014,state,4,45.6269,-4.757,-0.0879,,,30.0
141.6106,cmd,3,31.9597,,,79.37,2.98,
141.6106,cmd,4,45.6269,,,79.37,2.98,
141.6111,state,3,31.9597,3.078,-0.0440,,,31.0
141.6112,state,4,45.6489,0.839,-0.0879,,,30.0
141.6206,cmd,3,31.9597,,,79.37,2.98,
141.6207,cmd,4,45.6269,,,79.37,2.98,
141.6212,state,3,31.9597,-3.638,-0.0440,,,31.0
141.6213,state,4,45.6489,-0.280,-0.0879,,,30.0
141.6306,cmd,3,31.9597,,,79.37,2.98,
141.6306,cmd,4,45.6269,,,79.37,2.98,
141.6312,state,3,31.9597,4.197,-0.0733,,,31.0
141.6313,state,4,45.6489,-1.399,-0.0879,,,30.0
141.6405,cmd,3,31.9597,,,79.37,2.98,
141.6406,cmd,4,45.6269,,,79.37,2.98,
141.6412,state,3,31.9597,0.280,-0.0733,,,31.0
141.6412,state,4,45.6489,3.078,-0.0879,,,30.0
141.6506,cmd,3,31.9597,,,79.37,2.98,
141.6507,cmd,4,45.6269,,,79.37,2.98,
141.6513,state,3,31.9597,0.839,-0.0440,,,31.0
141.6513,state,4,45.6269,-4.197,-0.0879,,,30.0
141.6606,cmd,3,31.9597,,,79.37,2.98,
141.6606,cmd,4,45.6269,,,79.37,2.98,
141.6612,state,3,31.9597,-7.555,-0.0440,,,31.0
141.6613,state,4,45.6489,-0.280,-0.1465,,,30.0
141.6708,cmd,3,31.9597,,,79.37,2.98,
141.6708,cmd,4,45.6269,,,79.37,2.98,
141.6713,state,3,31.9597,-4.197,-0.0733,,,31.0
141.6714,state,4,45.6489,3.638,-0.0879,,,30.0
141.6808,cmd,3,31.9597,,,79.37,2.98,
141.6808,cmd,4,45.6269,,,79.37,2.98,
141.6813,state,3,31.9597,-1.399,-0.0440,,,31.0
141.6815,state,4,45.6489,-3.078,-0.0879,,,30.0
141.6909,cmd,3,31.9597,,,79.37,2.98,
141.6909,cmd,4,45.6269,,,79.37,2.98,
141.6916,state,3,31.9597,3.078,-0.0440,,,31.0
141.6916,state,4,45.6489,1.399,-0.1465,,,30.0
141.7009,cmd,3,31.9597,,,79.37,2.98,
141.7010,cmd,4,45.6269,,,79.37,2.98,
141.7015,state,3,31.9597,-1.399,0.0147,,,31.0
141.7016,state,4,45.6489,1.399,-0.0879,,,30.0
141.7105,cmd,3,31.9597,,,79.37,2.98,
141.7105,cmd,4,45.6269,,,79.37,2.98,
141.7110,state,3,31.9597,0.839,-0.0147,,,31.0
141.7117,state,4,45.6489,4.757,-0.1465,,,30.0
141.7208,cmd,3,31.9597,,,79.37,2.98,
141.7208,cmd,4,45.6269,,,79.37,2.98,
141.7212,state,3,31.9597,8.675,-0.0440,,,31.0
141.7218,state,4,45.6489,3.638,-0.0879,,,30.0
141.7307,cmd,3,31.9597,,,79.37,2.98,
141.7307,cmd,4,45.6269,,,79.37,2.98,
141.7312,state,3,31.9597,4.197,-0.0733,,,31.0
141.7315,state,4,45.6489,-3.078,-0.0879,,,30.0
141.7406,cmd,3,31.9597,,,79.37,2.98,
141.7406,cmd,4,45.6269,,,79.37,2.98,
141.7411,state,3,31.9597,3.638,-0.0733,,,31.0
141.7413,state,4,45.6489,-0.280,-0.0879,,,30.0
141.7508,cmd,3,31.9597,,,79.37,2.98,
141.7508,cmd,4,45.6269,,,79.37,2.98,
141.7512,state,3,31.9597,3.638,-0.0733,,,31.0
141.7514,state,4,45.6489,-0.280,-0.1465,,,30.0
141.7610,cmd,3,31.9597,,,79.37,2.98,
141.7610,cmd,4,45.6269,,,79.37,2.98,
141.7614,state,3,31.9597,1.959,-0.0440,,,31.0
141.7616,state,4,45.6489,-1.399,-0.0879,,,30.0
141.7706,cmd,3,31.9597,,,79.37,2.98,
141.7706,cmd,4,45.6269,,,79.37,2.98,
141.7712,state,3,31.9597,1.959,-0.0733,,,31.0
141.7713,state,4,45.6489,-3.078,-0.1465,,,30.0
141.7807,cmd,3,31.9597,,,79.37,2.98,
141.7807,cmd,4,45.6269,,,79.37,2.98,
141.7813,state,3,31.9597,4.757,-0.0733,,,31.0
141.7814,state,4,45.6489,0.280,-0.1465,,,30.0
141.7907,cmd,3,31.9597,,,79.37,2.98,
141.7907,cmd,4,45.6269,,,79.37,2.98,
141.7913,state,3,31.9597,-0.280,-0.1026,,,31.0
141.7914,state,4,45.6489,-3.638,-0.0879,,,30.0
141.8007,cmd,3,31.9597,,,79.37,2.98,
141.8007,cmd,4,45.6269,,,79.37,2.98,
141.8012,state,3,31.9597,3.638,-0.0440,,,31.0
141.8014,state,4,45.6489,0.280,-0.0879,,,30.0
141.8107,cmd,3,31.9597,,,79.37,2.98,
141.8107,cmd,4,45.6269,,,79.37,2.98,
141.8112,state,3,31.9597,-8.675,-0.0440,,,31.0
141.8113,state,4,45.6489,4.757,-0.1465,,,30.0
141.8208,cmd,3,31.9597,,,79.37,2.98,
141.8208,cmd,4,45.6269,,,79.37,2.98,
141.8214,state,3,31.9597,-3.638,-0.0440,,,31.0
141.8215,state,4,45.6489,-2.518,-0.0879,,,30.0
141.8307,cmd,3,31.9597,,,79.37,2.98,
141.8308,cmd,4,45.6269,,,79.37,2.98,
141.8314,state,3,31.9597,-0.839,-0.0733,,,31.0
141.8314,state,4,45.6489,-1.959,-0.0879,,,30.0
141.8408,cmd,3,31.9597,,,79.37,2.98,
141.8408,cmd,4,45.6269,,,79.37,2.98,
141.8414,state,3,31.9597,-1.399,-0.0733,,,31.0
141.8415,state,4,45.6489,2.518,-0.1465,,,30.0
141.8508,cmd,3,31.9597,,,79.37,2.98,
141.8508,cmd,4,45.6269,,,79.37,2.98,
141.8513,state,3,31.9597,-2.518,-0.0440,,,31.0
141.8515,state,4,45.6489,-0.839,-0.0293,,,30.0
141.8608,cmd,3,31.9597,,,79.37,2.98,
141.8609,cmd,4,45.6269,,,79.37,2.98,
141.8614,state,3,31.9597,-5.317,-0.0733,,,31.0
141.8615,state,4,45.6489,0.839,-0.0879,,,30.0
141.8709,cmd,3,31.9597,,,79.37,2.98,
141.8709,cmd,4,45.6269,,,79.37,2.98,
141.8714,state,3,31.9597,2.518,-0.1026,,,31.0
141.8715,state,4,45.6489,-3.638,-0.1465,,,30.0
141.8807,cmd,3,31.9597,,,79.37,2.98,
141.8808,cmd,4,45.6269,,,79.37,2.98,
141.8813,state,3,31.9597,-0.280,-0.0733,,,31.0
141.8814,state,4,45.6489,-4.197,-0.0879,,,30.0
141.8907,cmd,3,31.9597,,,79.37,2.98,
141.8907,cmd,4,45.6269,,,79.37,2.98,
141.8913,state,3,31.9597,-12.592,-0.0147,,,31.0
141.8914,state,4,45.6269,-1.399,-0.0879,,,30.0
141.9008,cmd,3,31.9597,,,79.37,2.98,
141.9008,cmd,4,45.6269,,,79.37,2.98,
141.9014,state,3,31.9597,1.959,-0.0733,,,31.0
141.9015,state,4,45.6489,5.317,-0.0879,,,30.0
141.9108,cmd,3,31.9597,,,79.37,2.98,
141.9108,cmd,4,45.6269,,,79.37,2.98,
141.9113,state,3,31.9597,-6.436,-0.0733,,,31.0
141.9114,state,4,45.6489,0.839,-0.1465,,,30.0
141.9209,cmd,3,31.9597,,,79.37,2.98,
141.9209,cmd,4,45.6269,,,79.37,2.98,
141.9215,state,3,31.9597,-3.638,-0.0733,,,31.0
141.9215,state,4,45.6269,-1.959,-0.0879,,,30.0
