host_monotonic_ns,host_dt_ms,sensor_ms,sensor_dt_ms,gravity_x,gravity_y,gravity_z,gravity_norm,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_mps2,accel_y_mps2,accel_z_mps2,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,temp_c
76008139083558,10.0031,45499.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6864655000000001,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008149053018,9.96946,45509.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008159151476,10.098458,45519.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.40262925,0.6864655000000001,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008169123696,9.97222,45529.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6864655000000001,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008179137706,10.01401,45539.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008189123510,9.985804,45549.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4320492,0.6864655000000001,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008199041192,9.917682,45559.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008209030013,9.988821,45569.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4320492,0.6962721499999999,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008219027586,9.997573,45579.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.7060787999999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008229022242,9.994656,45589.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6864655000000001,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008239081063,10.058821,45599.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6864655000000001,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008249014071,9.933008,45609.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6962721499999999,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008259017932,10.003861,45619.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008269023979,10.006047,45629.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4320492,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008279075353,10.051374,45639.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6864655000000001,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008289039085,9.963732,45649.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.492837199999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008299020668,9.981583,45659.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008308994055,9.973387,45669.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008319172202,10.178147,45679.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6864655000000001,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
